material_id,Date,Demand,Year,Month,mom_growth,yoy_growth,CV,Safety_Stock,Unrestricted,Material_Lead_Time,Moving_price,High_Lead_Time_Flag,Lead_Time_Category,XYZ_Class,Reorder_Point,ABC_Class
325907,2023-10-01,13,2023,Oct,0.0,0.0,0.0,10.0,18.0,21.0,1749.0,0,Medium,X,19.1,B
326453,2023-10-01,6,2023,Oct,0.0,0.0,0.0,5.0,13.0,33.0,846.0,0,Medium,X,11.6,C
327074,2023-10-01,36,2023,Oct,0.0,0.0,0.0,15.0,0.0,28.0,1350.03,0,Medium,X,48.6,B
327506,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,6.0,33.0,200.0,0,Medium,X,1.0,C
327587,2023-10-01,1,2023,Oct,0.0,0.0,0.0,15.0,139.0,38.0,1536.89,0,Medium,X,16.2667,C
328560,2023-10-01,0,2023,Oct,0.0,0.0,0.0,3.0,12.0,10.0,1888.93,0,Short,X,3.0,C
329018,2023-10-01,1,2023,Oct,0.0,0.0,0.0,15.0,29.0,33.0,455.0,0,Medium,X,16.1,C
329092,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,1.0,18.0,700.0,0,Short,X,1.0,C
329157,2023-10-01,0,2023,Oct,0.0,0.0,0.0,4.0,0.0,24.0,89.14,0,Medium,X,4.0,C
329237,2023-10-01,8,2023,Oct,0.0,0.0,0.0,15.0,37.0,18.0,645.0,0,Short,X,19.8,C
329361,2023-10-01,105,2023,Oct,0.0,0.0,0.0,150.0,353.0,48.0,728.52,0,Long,X,318.0,B
329481,2023-10-01,9,2023,Oct,0.0,0.0,0.0,25.0,16.0,93.0,54.11,1,Very Long,X,52.9,C
329977,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,1.0,77.0,32140.59,1,Long,X,1.0,C
331535,2023-10-01,2,2023,Oct,0.0,0.0,0.0,30.0,20.0,21.0,2994.09,0,Medium,X,31.4,C
331597,2023-10-01,1,2023,Oct,0.0,0.0,0.0,2.0,2.0,17.0,10340.57,0,Short,X,2.5667,C
333888,2023-10-01,1,2023,Oct,0.0,0.0,0.0,1.0,1.0,38.0,27274.06,0,Medium,X,2.2667,B
334120,2023-10-01,1,2023,Oct,0.0,0.0,0.0,2.0,6.0,17.0,1230.28,0,Short,X,2.5667,C
334232,2023-10-01,23,2023,Oct,0.0,0.0,0.0,30.0,16.0,30.0,1598.35,0,Medium,X,53.0,B
334261,2023-10-01,185,2023,Oct,0.0,0.0,0.0,100.0,370.0,10.0,2.75,0,Short,X,161.6667,C
334361,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,1.0,24.0,657.8,0,Medium,X,1.0,C
334937,2023-10-01,0,2023,Oct,0.0,0.0,0.0,4.0,8.0,90.0,770.44,1,Long,X,4.0,C
336256,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,3.0,18.0,774.32,0,Short,X,1.0,C
336986,2023-10-01,1,2023,Oct,0.0,0.0,0.0,15.0,81.0,17.0,145.0,0,Short,X,15.5667,C
336994,2023-10-01,54,2023,Oct,0.0,0.0,0.0,50.0,250.0,21.0,171.69,0,Medium,X,87.8,C
338262,2023-10-01,125,2023,Oct,0.0,0.0,0.0,100.0,570.0,10.0,8.63,0,Short,X,141.6667,C
339038,2023-10-01,15,2023,Oct,0.0,0.0,0.0,5.0,35.0,24.0,1044.15,0,Medium,X,17.0,B
339689,2023-10-01,1,2023,Oct,0.0,0.0,0.0,4.0,2.0,31.0,8943.52,0,Medium,X,5.0333,C
339715,2023-10-01,0,2023,Oct,0.0,0.0,0.0,10.0,26.0,28.0,801.18,0,Medium,X,10.0,C
339856,2023-10-01,0,2023,Oct,0.0,0.0,0.0,2.0,6.0,1.0,4719.16,0,Short,X,2.0,C
340439,2023-10-01,252,2023,Oct,0.0,0.0,0.0,10.0,623.0,10.0,3.99,0,Short,X,94.0,C
341000,2023-10-01,3,2023,Oct,0.0,0.0,0.0,3.0,12.0,38.0,13332.17,0,Medium,X,6.8,B
341377,2023-10-01,111,2023,Oct,0.0,0.0,0.0,200.0,174.0,17.0,783.89,0,Short,X,262.9,A
342371,2023-10-01,2,2023,Oct,0.0,0.0,0.0,2.0,6.0,33.0,1326.0,0,Medium,X,4.2,C
342478,2023-10-01,2,2023,Oct,0.0,0.0,0.0,4.0,8.0,77.0,8983.38,1,Long,X,9.1333,B
342977,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,30.0,10.0,2500.0,0,Short,X,1.0,C
343158,2023-10-01,6,2023,Oct,0.0,0.0,0.0,3.0,7.0,38.0,577.43,0,Medium,X,10.6,C
343462,2023-10-01,4,2023,Oct,0.0,0.0,0.0,4.0,28.0,10.0,114.87,0,Short,X,5.3333,C
344772,2023-10-01,5,2023,Oct,0.0,0.0,0.0,7.0,14.35,56.0,36889.83,0,Long,X,16.3333,A
345766,2023-10-01,17,2023,Oct,0.0,0.0,0.0,20.0,16.0,33.0,185.16,0,Medium,X,38.7,C
346436,2023-10-01,218,2023,Oct,0.0,0.0,0.0,10.0,0.0,14.0,2183.32,0,Short,X,111.7333,A
347788,2023-10-01,5,2023,Oct,0.0,0.0,0.0,6.0,11.0,38.0,25784.95,0,Medium,X,12.3333,A
349085,2023-10-01,575,2023,Oct,0.0,0.0,0.0,500.0,2.0,11.0,873.1,0,Short,X,710.8333,A
349387,2023-10-01,2,2023,Oct,0.0,0.0,0.0,5.0,6.0,15.0,37049.38,0,Short,X,6.0,B
349569,2023-10-01,1,2023,Oct,0.0,0.0,0.0,2.0,1.0,18.0,2470.8,0,Short,X,2.6,C
349641,2023-10-01,2,2023,Oct,0.0,0.0,0.0,10.0,25.0,38.0,2187.89,0,Medium,X,12.5333,C
350350,2023-10-01,2,2023,Oct,0.0,0.0,0.0,1.0,1.0,10.0,7931.32,0,Short,X,1.6667,B
350361,2023-10-01,1,2023,Oct,0.0,0.0,0.0,100.0,122.0,123.0,74.19,1,Very Long,X,104.1,C
350591,2023-10-01,1,2023,Oct,0.0,0.0,0.0,5.0,15.0,28.0,1184.5,0,Medium,X,5.9333,C
350617,2023-10-01,1,2023,Oct,0.0,0.0,0.0,25.0,0.0,8.0,1781.05,0,Short,X,25.2667,C
350621,2023-10-01,8,2023,Oct,0.0,0.0,0.0,1.0,0.0,10.0,756.02,0,Short,X,3.6667,C
351504,2023-10-01,72,2023,Oct,0.0,0.0,0.0,150.0,4.0,43.0,1214.8,0,Medium,X,253.2,A
351517,2023-10-01,6,2023,Oct,0.0,0.0,0.0,2.0,46.0,18.0,551.79,0,Short,X,5.6,C
351982,2023-10-01,0,2023,Oct,0.0,0.0,0.0,10.0,0.0,45.0,28985.23,0,Long,X,10.0,C
352332,2023-10-01,0,2023,Oct,0.0,0.0,0.0,20.0,20.0,71.0,3453.45,1,Long,X,20.0,C
352412,2023-10-01,5,2023,Oct,0.0,0.0,0.0,4.0,0.0,28.0,5859.96,0,Medium,X,8.6667,B
353023,2023-10-01,2,2023,Oct,0.0,0.0,0.0,5.0,97.0,18.0,30.0,0,Short,X,6.2,C
353902,2023-10-01,48,2023,Oct,0.0,0.0,0.0,100.0,222.0,33.0,30.0,0,Medium,X,152.8,C
353938,2023-10-01,150,2023,Oct,0.0,0.0,0.0,100.0,157.25,23.0,70.28,0,Medium,X,215.0,C
354106,2023-10-01,45,2023,Oct,0.0,0.0,0.0,2.0,0.0,24.0,211.26,0,Medium,X,38.0,C
354162,2023-10-01,4,2023,Oct,0.0,0.0,0.0,4.0,2.0,25.0,6104.26,0,Medium,X,7.3333,B
354267,2023-10-01,4,2023,Oct,0.0,0.0,0.0,3.0,70.0,10.0,1146.22,0,Short,X,4.3333,C
354424,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,6.0,87.0,54950.92,1,Long,X,1.0,C
354665,2023-10-01,2,2023,Oct,0.0,0.0,0.0,2.0,4.0,33.0,977.67,0,Medium,X,4.2,C
354934,2023-10-01,18,2023,Oct,0.0,0.0,0.0,30.0,50.0,38.0,13.93,0,Medium,X,52.8,C
355652,2023-10-01,0,2023,Oct,0.0,0.0,0.0,25.0,73.0,28.0,244.0,0,Medium,X,25.0,C
355789,2023-10-01,1,2023,Oct,0.0,0.0,0.0,2.0,3.0,23.0,10100.0,0,Medium,X,2.7667,C
355811,2023-10-01,5,2023,Oct,0.0,0.0,0.0,5.0,1.0,4.0,40907.52,0,Short,X,5.6667,A
355824,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,1.0,17.0,1350.0,0,Short,X,1.0,C
356066,2023-10-01,0,2023,Oct,0.0,0.0,0.0,2.0,2.0,38.0,50743.03,0,Medium,X,2.0,C
356116,2023-10-01,153,2023,Oct,0.0,0.0,0.0,50.0,67.0,18.0,247.2,0,Short,X,141.8,B
356317,2023-10-01,111,2023,Oct,0.0,0.0,0.0,70.0,93.0,33.0,172.9,0,Medium,X,192.1,B
356479,2023-10-01,1,2023,Oct,0.0,0.0,0.0,10.0,10.0,31.0,5391.0,0,Medium,X,11.0333,C
356907,2023-10-01,149,2023,Oct,0.0,0.0,0.0,15.0,5.0,8.0,714.31,0,Short,X,54.7333,A
357188,2023-10-01,13,2023,Oct,0.0,0.0,0.0,10.0,13.0,10.0,8.95,0,Short,X,14.3333,C
357745,2023-10-01,17,2023,Oct,0.0,0.0,0.0,15.0,29.0,24.0,126.31,0,Medium,X,28.6,C
358149,2023-10-01,0,2023,Oct,0.0,0.0,0.0,2.0,2.0,14.0,1280.0,0,Short,X,2.0,C
358223,2023-10-01,1,2023,Oct,0.0,0.0,0.0,100.0,316.0,10.0,41.32,0,Short,X,100.3333,C
358416,2023-10-01,16,2023,Oct,0.0,0.0,0.0,12.0,43.0,10.0,214.93,0,Short,X,17.3333,C
358715,2023-10-01,6,2023,Oct,0.0,0.0,0.0,5.0,20.0,18.0,165.8,0,Short,X,8.6,C
359208,2023-10-01,1,2023,Oct,0.0,0.0,0.0,12.0,19.0,26.0,130.6,0,Medium,X,12.8667,C
359252,2023-10-01,0,2023,Oct,0.0,0.0,0.0,2.0,2.0,31.0,18252.0,0,Medium,X,2.0,C
359317,2023-10-01,192,2023,Oct,0.0,0.0,0.0,300.0,149.0,153.0,740.0,1,Very Long,X,1279.2,A
359340,2023-10-01,0,2023,Oct,0.0,0.0,0.0,3.0,4.0,28.0,6100.0,0,Medium,X,3.0,C
360374,2023-10-01,1,2023,Oct,0.0,0.0,0.0,5.0,8.0,7.0,764.87,0,Short,X,5.2333,C
360554,2023-10-01,62,2023,Oct,0.0,0.0,0.0,60.0,137.0,7.0,326.29,0,Short,X,74.4667,B
360710,2023-10-01,9,2023,Oct,0.0,0.0,0.0,300.0,257.0,50.0,120.44,0,Long,X,315.0,C
361214,2023-10-01,0,2023,Oct,0.0,0.0,0.0,2.0,9.0,45.0,5145.86,0,Long,X,2.0,C
361439,2023-10-01,6,2023,Oct,0.0,0.0,0.0,5.0,30.0,13.0,18.18,0,Short,X,7.6,C
362164,2023-10-01,18,2023,Oct,0.0,0.0,0.0,50.0,16.926,28.0,4058.55,0,Medium,X,66.8,B
362166,2023-10-01,1,2023,Oct,0.0,0.0,0.0,100.0,130.0,10.0,5.07,0,Short,X,100.3333,C
363319,2023-10-01,70,2023,Oct,0.0,0.0,0.0,200.0,275.0,31.0,116.26,0,Medium,X,272.3333,C
363425,2023-10-01,3,2023,Oct,0.0,0.0,0.0,10.0,4.0,1.0,4900.59,0,Short,X,10.1,C
363507,2023-10-01,8,2023,Oct,0.0,0.0,0.0,15.0,38.0,33.0,360.45,0,Medium,X,23.8,C
363535,2023-10-01,0,2023,Oct,0.0,0.0,0.0,4.0,0.0,1.0,12187.25,0,Short,X,4.0,C
363836,2023-10-01,113,2023,Oct,0.0,0.0,0.0,100.0,139.0,31.0,1149.21,0,Medium,X,216.7667,A
364133,2023-10-01,1,2023,Oct,0.0,0.0,0.0,6.0,2.0,45.0,2805.44,0,Long,X,7.5,C
364193,2023-10-01,0,2023,Oct,0.0,0.0,0.0,3.0,5.0,33.0,2900.0,0,Medium,X,3.0,C
364573,2023-10-01,0,2023,Oct,0.0,0.0,0.0,3.0,6.0,24.0,10032.82,0,Medium,X,3.0,C
364683,2023-10-01,1,2023,Oct,0.0,0.0,0.0,1.0,4.0,59.0,1999.28,1,Long,X,2.9667,C
365187,2023-10-01,4,2023,Oct,0.0,0.0,0.0,10.0,0.0,77.0,6414.33,1,Long,X,20.2667,B
365228,2023-10-01,1,2023,Oct,0.0,0.0,0.0,4.0,4.0,25.0,14998.39,0,Medium,X,4.8333,C
366603,2023-10-01,2,2023,Oct,0.0,0.0,0.0,5.0,7.0,17.0,334.81,0,Short,X,6.1333,C
366924,2023-10-01,0,2023,Oct,0.0,0.0,0.0,5.0,0.0,21.0,435.0,0,Medium,X,5.0,C
367014,2023-10-01,152,2023,Oct,0.0,0.0,0.0,100.0,714.0,10.0,24.51,0,Short,X,150.6667,C
367505,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,1.0,21.0,430.5,0,Medium,X,1.0,C
367764,2023-10-01,1,2023,Oct,0.0,0.0,0.0,1.0,0.0,1.0,5744.86,0,Short,X,1.0333,C
368258,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,3.0,10.0,5480.0,0,Short,X,1.0,C
368963,2023-10-01,3,2023,Oct,0.0,0.0,0.0,15.0,0.0,55.0,60443.96,0,Long,X,20.5,A
369280,2023-10-01,0,2023,Oct,0.0,0.0,0.0,10.0,20.0,21.0,85.0,0,Medium,X,10.0,C
370261,2023-10-01,0,2023,Oct,0.0,0.0,0.0,5.0,7.0,38.0,3704.43,0,Medium,X,5.0,C
371083,2023-10-01,1,2023,Oct,0.0,0.0,0.0,1200.0,4184.0,28.0,5.09,0,Medium,X,1200.9333,C
371672,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,0.0,50.0,302028.68,0,Long,X,1.0,C
372310,2023-10-01,31,2023,Oct,0.0,0.0,0.0,60.0,18.01,48.0,2808.18,0,Long,X,109.6,A
372918,2023-10-01,1520,2023,Oct,0.0,0.0,0.0,1500.0,920.0,10.0,1.4,0,Short,X,2006.6667,C
373095,2023-10-01,1,2023,Oct,0.0,0.0,0.0,20.0,20.0,50.0,17180.64,0,Long,X,21.6667,B
373757,2023-10-01,9,2023,Oct,0.0,0.0,0.0,10.0,30.0,24.0,90.0,0,Medium,X,17.2,C
374505,2023-10-01,1,2023,Oct,0.0,0.0,0.0,1.0,3.0,31.0,5461.69,0,Medium,X,2.0333,C
374566,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,1.0,31.0,14090.0,0,Medium,X,1.0,C
375124,2023-10-01,179,2023,Oct,0.0,0.0,0.0,100.0,51.0,21.0,3873.02,0,Medium,X,225.3,A
375243,2023-10-01,7,2023,Oct,0.0,0.0,0.0,5.0,31.0,24.0,150.0,0,Medium,X,10.6,C
375621,2023-10-01,4,2023,Oct,0.0,0.0,0.0,25.0,15.0,30.0,12005.4,0,Medium,X,29.0,B
375707,2023-10-01,0,2023,Oct,0.0,0.0,0.0,100.0,140.0,50.0,4.14,0,Long,X,100.0,C
376007,2023-10-01,0,2023,Oct,0.0,0.0,0.0,4.0,60.0,11.0,405.16,0,Short,X,4.0,C
376120,2023-10-01,1,2023,Oct,0.0,0.0,0.0,500.0,13.0,50.0,1511.0,0,Long,X,501.6667,C
376282,2023-10-01,1,2023,Oct,0.0,0.0,0.0,100.0,172.0,10.0,8.06,0,Short,X,100.3333,C
376620,2023-10-01,12,2023,Oct,0.0,0.0,0.0,5.0,0.0,50.0,22819.02,0,Long,X,25.0,A
376719,2023-10-01,1,2023,Oct,0.0,0.0,0.0,5.0,7.0,40.0,939.7,0,Medium,X,6.3333,C
376851,2023-10-01,22,2023,Oct,0.0,0.0,0.0,30.0,13.97,60.0,2645.4,1,Long,X,74.0,B
377323,2023-10-01,2,2023,Oct,0.0,0.0,0.0,3.0,7.0,21.0,16486.7,0,Medium,X,4.4,B
377621,2023-10-01,5,2023,Oct,0.0,0.0,0.0,1.0,5.0,24.0,1165.0,0,Medium,X,5.0,C
377735,2023-10-01,2,2023,Oct,0.0,0.0,0.0,6.0,8.0,24.0,3667.69,0,Medium,X,7.6,C
377755,2023-10-01,0,2023,Oct,0.0,0.0,0.0,2.0,1.0,17.0,2425.0,0,Short,X,2.0,C
378093,2023-10-01,4,2023,Oct,0.0,0.0,0.0,2.0,4.0,21.0,3461.07,0,Medium,X,4.8,C
378120,2023-10-01,0,2023,Oct,0.0,0.0,0.0,3.0,2.0,50.0,1677.18,0,Long,X,3.0,C
378371,2023-10-01,52,2023,Oct,0.0,0.0,0.0,200.0,75.0,52.0,13.53,0,Long,X,290.1333,C
378550,2023-10-01,2,2023,Oct,0.0,0.0,0.0,4.0,5.0,38.0,13463.46,0,Medium,X,6.5333,B
378614,2023-10-01,0,2023,Oct,0.0,0.0,0.0,2.0,6.0,17.0,1230.28,0,Short,X,2.0,C
378717,2023-10-01,2,2023,Oct,0.0,0.0,0.0,15.0,12.0,17.0,320.0,0,Short,X,16.1333,C
378753,2023-10-01,15,2023,Oct,0.0,0.0,0.0,50.0,54.0,38.0,448.09,0,Medium,X,69.0,C
378796,2023-10-01,5,2023,Oct,0.0,0.0,0.0,4.0,3.0,33.0,270.0,0,Medium,X,9.5,C
379352,2023-10-01,109,2023,Oct,0.0,0.0,0.0,100.0,177.0,10.0,9.05,0,Short,X,136.3333,C
379521,2023-10-01,6,2023,Oct,0.0,0.0,0.0,10.0,34.0,73.0,3970.0,1,Long,X,24.6,B
379682,2023-10-01,1,2023,Oct,0.0,0.0,0.0,5.0,5.0,77.0,3540.6,1,Long,X,7.5667,C
380943,2023-10-01,0,2023,Oct,0.0,0.0,0.0,0.855,0.885,35.0,7086.64,0,Medium,X,0.855,C
381473,2023-10-01,1,2023,Oct,0.0,0.0,0.0,10.0,30.0,48.0,700.0,0,Long,X,11.6,C
381529,2023-10-01,0,2023,Oct,0.0,0.0,0.0,8.0,6.0,35.0,284.77,0,Medium,X,8.0,C
382175,2023-10-01,1,2023,Oct,0.0,0.0,0.0,1.0,20.0,18.0,870.0,0,Short,X,1.6,C
382188,2023-10-01,10,2023,Oct,0.0,0.0,0.0,5.0,52.0,28.0,105.38,0,Medium,X,14.3333,C
382507,2023-10-01,1,2023,Oct,0.0,0.0,0.0,2.0,3.0,1.0,5890.33,0,Short,X,2.0333,C
382872,2023-10-01,2,2023,Oct,0.0,0.0,0.0,2.0,1.0,33.0,1513.03,0,Medium,X,4.2,C
383045,2023-10-01,54,2023,Oct,0.0,0.0,0.0,25.0,133.0,18.0,175.37,0,Short,X,57.4,C
383231,2023-10-01,1,2023,Oct,0.0,0.0,0.0,2.0,2.0,38.0,3001.91,0,Medium,X,3.2667,C
383448,2023-10-01,58,2023,Oct,0.0,0.0,0.0,65.0,99.0,1.0,2022.64,0,Short,X,66.9333,A
383741,2023-10-01,73,2023,Oct,0.0,0.0,0.0,200.0,400.0,17.0,13.6,0,Short,X,241.3667,C
384203,2023-10-01,5,2023,Oct,0.0,0.0,0.0,4.0,10.0,24.0,1939.74,0,Medium,X,8.0,C
384380,2023-10-01,1,2023,Oct,0.0,0.0,0.0,6.0,10.0,21.0,2573.44,0,Medium,X,6.7,C
384726,2023-10-01,0,2023,Oct,0.0,0.0,0.0,3.0,21.0,59.0,1051.3,1,Long,X,3.0,C
384756,2023-10-01,373,2023,Oct,0.0,0.0,0.0,300.0,270.0,31.0,64.83,0,Medium,X,685.4333,B
385920,2023-10-01,20,2023,Oct,0.0,0.0,0.0,10.0,14.4,18.0,474.48,0,Short,X,22.0,C
385923,2023-10-01,5,2023,Oct,0.0,0.0,0.0,4.0,2.0,28.0,5898.12,0,Medium,X,8.6667,B
386562,2023-10-01,4,2023,Oct,0.0,0.0,0.0,10.0,16.0,50.0,67373.29,0,Long,X,16.6667,A
387262,2023-10-01,60,2023,Oct,0.0,0.0,0.0,5.0,62.0,28.0,4642.42,0,Medium,X,61.0,A
387495,2023-10-01,1,2023,Oct,0.0,0.0,0.0,2.0,0.0,77.0,169699.73,1,Long,X,4.5667,A
388359,2023-10-01,19,2023,Oct,0.0,0.0,0.0,200.0,2006.0,21.0,2.61,0,Medium,X,213.3,C
388947,2023-10-01,0,2023,Oct,0.0,0.0,0.0,130.0,1091.916,35.0,1307.44,0,Medium,X,130.0,C
389697,2023-10-01,1,2023,Oct,0.0,0.0,0.0,1.0,0.0,48.0,925.0,0,Long,X,2.6,C
389834,2023-10-01,6,2023,Oct,0.0,0.0,0.0,5.0,4.0,38.0,19579.27,0,Medium,X,12.6,A
389835,2023-10-01,19,2023,Oct,0.0,0.0,0.0,100.0,296.0,10.0,5.5,0,Short,X,106.3333,C
390188,2023-10-01,4,2023,Oct,0.0,0.0,0.0,10.0,60.0,18.0,147.48,0,Short,X,12.4,C
390513,2023-10-01,2,2023,Oct,0.0,0.0,0.0,2.0,6.0,17.0,13094.1,0,Short,X,3.1333,B
390730,2023-10-01,0,2023,Oct,0.0,0.0,0.0,4.0,0.0,48.0,2666.0,0,Long,X,4.0,C
391449,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,2.0,31.0,4000.0,0,Medium,X,1.0,C
391513,2023-10-01,11,2023,Oct,0.0,0.0,0.0,15.0,31.0,24.0,777.87,0,Medium,X,23.8,C
392186,2023-10-01,0,2023,Oct,0.0,0.0,0.0,8.0,26.0,18.0,45.0,0,Short,X,8.0,C
393769,2023-10-01,9,2023,Oct,0.0,0.0,0.0,5.0,1.0,16.0,1192.91,0,Short,X,9.8,C
393983,2023-10-01,8,2023,Oct,0.0,0.0,0.0,200.0,960.795,67.0,9.02,1,Long,X,217.8667,C
394459,2023-10-01,0,2023,Oct,0.0,0.0,0.0,4.0,0.0,20.0,1620.39,0,Short,X,4.0,C
394703,2023-10-01,8,2023,Oct,0.0,0.0,0.0,10.0,18.0,33.0,57.55,0,Medium,X,18.8,C
395628,2023-10-01,8,2023,Oct,0.0,0.0,0.0,30.0,52.0,10.0,19.54,0,Short,X,32.6667,C
395703,2023-10-01,2,2023,Oct,0.0,0.0,0.0,1.0,13.0,21.0,2109.27,0,Medium,X,2.4,C
396872,2023-10-01,2,2023,Oct,0.0,0.0,0.0,10.0,0.0,23.0,281.53,0,Medium,X,11.5333,C
397187,2023-10-01,3,2023,Oct,0.0,0.0,0.0,10.0,5.0,43.0,9645.17,0,Medium,X,14.3,B
397745,2023-10-01,1,2023,Oct,0.0,0.0,0.0,3.0,3.0,67.0,6767.75,1,Long,X,5.2333,C
397751,2023-10-01,0,2023,Oct,0.0,0.0,0.0,2.0,7.0,50.0,4180.54,0,Long,X,2.0,C
397764,2023-10-01,7,2023,Oct,0.0,0.0,0.0,50.0,56.0,33.0,79.4,0,Medium,X,57.7,C
398055,2023-10-01,1,2023,Oct,0.0,0.0,0.0,2.0,0.0,31.0,4082.93,0,Medium,X,3.0333,C
398571,2023-10-01,1,2023,Oct,0.0,0.0,0.0,5.0,8.0,18.0,379.69,0,Short,X,5.6,C
398870,2023-10-01,6,2023,Oct,0.0,0.0,0.0,15.0,2.0,31.0,930.6,0,Medium,X,21.2,C
399376,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,3.0,77.0,8605.04,1,Long,X,1.0,C
399551,2023-10-01,102,2023,Oct,0.0,0.0,0.0,20.0,122.0,18.0,235.31,0,Short,X,81.2,B
400350,2023-10-01,0,2023,Oct,0.0,0.0,0.0,40.0,38.295,28.0,281.9,0,Medium,X,40.0,C
400708,2023-10-01,1,2023,Oct,0.0,0.0,0.0,1.0,4.0,31.0,36302.0,0,Medium,X,2.0333,B
400885,2023-10-01,8,2023,Oct,0.0,0.0,0.0,5.0,6.037,10.0,85.0,0,Short,X,7.6667,C
401548,2023-10-01,3,2023,Oct,0.0,0.0,0.0,1.0,1.0,33.0,20617.41,0,Medium,X,4.3,B
401851,2023-10-01,0,2023,Oct,0.0,0.0,0.0,10.0,19.0,11.0,2694.44,0,Short,X,10.0,C
402220,2023-10-01,0,2023,Oct,0.0,0.0,0.0,25.0,230.0,13.0,1.9,0,Short,X,25.0,C
402388,2023-10-01,0,2023,Oct,0.0,0.0,0.0,10.0,189.0,13.0,11.73,0,Short,X,10.0,C
402680,2023-10-01,0,2023,Oct,0.0,0.0,0.0,50.0,183.0,10.0,5.58,0,Short,X,50.0,C
402977,2023-10-01,2,2023,Oct,0.0,0.0,0.0,2.0,4.0,31.0,5651.25,0,Medium,X,4.0667,C
402978,2023-10-01,3,2023,Oct,0.0,0.0,0.0,2.0,4.0,31.0,16850.0,0,Medium,X,5.1,B
403033,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,1.0,10.0,543.75,0,Short,X,1.0,C
403437,2023-10-01,14,2023,Oct,0.0,0.0,0.0,4.0,1.0,23.0,23.0,0,Medium,X,14.7333,C
403441,2023-10-01,6,2023,Oct,0.0,0.0,0.0,5.0,3.0,77.0,2691.01,1,Long,X,20.4,B
403707,2023-10-01,95,2023,Oct,0.0,0.0,0.0,150.0,565.0,48.0,132.97,0,Long,X,302.0,C
404176,2023-10-01,1,2023,Oct,0.0,0.0,0.0,40.0,214.0,50.0,704.86,0,Long,X,41.6667,C
404461,2023-10-01,3,2023,Oct,0.0,0.0,0.0,10.0,0.0,21.0,1770.48,0,Medium,X,12.1,C
404513,2023-10-01,0,2023,Oct,0.0,0.0,0.0,50.0,148.0,38.0,441.15,0,Medium,X,50.0,C
404528,2023-10-01,13,2023,Oct,0.0,0.0,0.0,50.0,73.0,10.0,47.6,0,Short,X,54.3333,C
404707,2023-10-01,0,2023,Oct,0.0,0.0,0.0,1.0,2.0,18.0,972.4,0,Short,X,1.0,C
405070,2023-10-01,67,2023,Oct,0.0,0.0,0.0,100.0,535.0,48.0,558.12,0,Long,X,207.2,B
405114,2023-10-01,0,2023,Oct,0.0,0.0,0.0,5.0,3.0,50.0,5693.07,0,Long,X,5.0,C
405428,2023-10-01,2,2023,Oct,0.0,0.0,0.0,5.0,3.0,24.0,958.11,0,Medium,X,6.6,C
405547,2023-10-01,422,2023,Oct,0.0,0.0,0.0,300.0,107.0,31.0,137.36,0,Medium,X,736.0667,B
406512,2023-10-01,18,2023,Oct,0.0,0.0,0.0,20.0,10.0,33.0,297.0,0,Medium,X,39.8,C
407408,2023-10-01,1,2023,Oct,0.0,0.0,0.0,2.0,10.0,18.0,1120.0,0,Short,X,2.6,C
407563,2023-10-01,410,2023,Oct,0.0,0.0,0.0,400.0,195.0,31.0,176.78,0,Medium,X,823.6667,B
407669,2023-10-01,10,2023,Oct,0.0,0.0,0.0,10.0,7.0,38.0,2514.58,0,Medium,X,22.6667,B
407760,2023-10-01,2,2023,Oct,0.0,0.0,0.0,1.0,0.0,21.0,780.0,0,Medium,X,2.4,C
407888,2023-10-01,15,2023,Oct,0.0,0.0,0.0,10.0,6.0,67.0,17175.68,1,Long,X,43.5,A
408809,2023-10-01,0,2023,Oct,0.0,0.0,0.0,0.25,3.728,10.0,13303.22,0,Short,X,0.25,C
409112,2023-10-01,74,2023,Oct,0.0,0.0,0.0,30.0,0.0,33.0,418.39,0,Medium,X,111.4,B
409300,2023-10-01,6,2023,Oct,0.0,0.0,0.0,10.0,17.0,18.0,119.91,0,Short,X,13.6,C
409745,2023-10-01,13,2023,Oct,0.0,0.0,0.0,10.0,23.0,93.0,98.76,1,Very Long,X,50.3,C
409814,2023-10-01,0,2023,Oct,0.0,0.0,0.0,3.0,1.0,38.0,1246.52,0,Medium,X,3.0,C
410109,2023-10-01,119,2023,Oct,0.0,0.0,0.0,100.0,12.0,38.0,142.32,0,Medium,X,250.7333,B
410205,2023-10-01,308,2023,Oct,0.0,0.0,0.0,800.0,7352.0,24.0,329.01,0,Medium,X,1046.4,A
